Date,Username,Comment
16:58:47,Karthik,here is blue for you :blue_heart::blue_heart::blue_heart::blue_heart::blue_heart:
16:58:52,Jason Kidwell,camel toe Harris is so fake
16:59:14,Jason Kidwell,show em chat
16:59:15,Mayarshang Kasomwoshi,Trump..:thumbs_up:
16:59:17,shyam sharma,Trump win election
16:59:19,titi,trash + rat= kamila harris
16:59:20,Jason Kidwell,trump :red_heart::red_heart::red_heart::red_heart::red_heart::red_heart::red_heart:
16:59:22,BACON HEHE,kamala may u win pls 
16:59:24,titi,SHOW UM RED
16:59:25,AA,@Jason Kidwell You are correct. She is fake. 
16:59:27,desertaxe,if you support Trump show thumbsup :thumbs_up:
16:59:29,titi,WHO IS THE KING
16:59:31,Jason Kidwell,rally up Republicans red
16:59:52,Ravi Pati Damodar Das Das,India today is doing biased polls
16:59:53,Matthew Masters,waiting on a meeting in Canada a
16:59:55,Marytah Muyinao,Trump can make a good History through God as he is the chosen one period
16:59:56,BACON HEHE,democrats
16:59:57,AA,I think Americans want a change.
16:59:59,Whittaker “Stavros” Winstanley III,Kamala couldn’t run a chook raffle 
17:00:00,desertaxe,Trump show your thumbsup
17:00:01,Jason Kidwell,lol
17:00:03,Shane Down Syndrome ShaneBaillargeon,:red_heart::red_heart::red_heart::red_heart::red_heart::red_heart::red_heart::red_heart::red_heart::red_heart::red_heart::red_heart::red_heart::red_heart::red_heart:
17:00:04,desertaxe,:thumbs_up:
17:00:05,titi,:red_heart::red_heart::red_heart::red_heart::red_heart::red_heart::red_heart::hundred_points::anger_symbol::collision::collision::anger_symbol::hundred_points::hundred_points::anger_symbol::collision::anger_symbol::hundred_points::hundred_points:
17:00:07,desertaxe,:thumbs_up:
17:00:08,Jason Kidwell,:thumbs_up:
17:00:31,titi,trumppppp
17:00:34,Jason Kidwell,trump :heart_suit::heart_suit::heart_suit::heart_suit::heart_suit::heart_suit::heart_suit:
17:00:37,AA,
17:00:40,desertaxe,show Trumps up [:thumbs_up:
17:00:43,titi,:red_heart::red_heart::red_heart::red_heart::red_heart::red_heart::red_heart::hundred_points::anger_symbol::collision::hundred_points::hundred_points::anger_symbol::anger_symbol::collision::anger_symbol::hundred_points:
17:00:46,Jason Kidwell,I might get censored guys keep it up
17:00:49,BACON HEHE,not that baked crazy man again
17:01:11,desertaxe,:thumbs_up:
17:01:12,Jason Kidwell,red
17:01:13,desertaxe,:thumbs_up:
17:01:15,titi,trumps up
17:01:16,desertaxe,:thumbs_up:
17:01:18,Bless,祝贺川建国同志当选总统
17:01:19,Alexandre Dumais,Trump
17:01:21,Jason Kidwell,Harris is scared
17:01:22,Karthik,Orange man
17:01:23,titi,not trash again that woman
17:01:25,desertaxe,Trumps UP:thumbs_up::thumbs_up::thumbs_up::thumbs_up::thumbs_up:
17:01:26,Tùng Nguyễn Thanh,Trump
17:01:28,My Odisha YouTube channel,Trump is best for india.. last time in his time india and USA relation was very nice
17:01:29,AA,"If Trump lose, then USA is done. "
17:01:31,Jason Kidwell,democratic party trying to silence us Americans that's how fake she is
17:01:53,Matthew Masters,Trump 120
17:01:55,Repent!!!! Jesus Christ is coming soon!!!,Trump :clapping_hands::clapping_hands::clapping_hands::clapping_hands:
17:01:57,titi,yeah
17:01:58,Mizero Jean de Dieu,Harris keeping go on to fight for our dignity:text-yellow-goal::washhands::washhands::washhands::washhands::washhands::washhands::washhands::washhands::washhands::washhands::washhands::washhands:
17:02:00,titi,TRUMP
17:02:02,CoCoNuT ChAcHa,trump
17:02:04,desertaxe,:thumbs_up:
17:02:06,titi,:red_heart::red_heart::red_heart::red_heart::red_heart::heart_exclamation::red_heart::heart_exclamation::red_heart::hundred_points::anger_symbol::collision:
17:02:08,Jason Kidwell,and there it is lol
17:02:10,Allen Dahn,God bless America 
17:02:32,titi,TRUMP
17:02:34,L'Archi Pierre,:blue_heart::blue_heart::blue_heart::blue_heart::blue_heart::blue_heart:
17:02:36,David,Whoever supports Trump and is going to save the world thanks to this should register 
17:02:37,David,
17:02:39,Matthew Masters,Trump 120
17:02:41,Iso-_- Cxmp,:blue_heart::blue_heart::blue_heart::blue_heart::blue_heart::blue_heart::blue_heart:
17:02:43,David,:red_circle::red_circle::red_circle:
17:02:44,Lovely ideas,Harris :raised_fist::blue_heart::blue_heart::blue_heart:
17:02:46,Shane Down Syndrome ShaneBaillargeon,Trump you are telling a truth you awesome man you great you good
17:02:48,titi,vote trump if you dont get a life
17:02:50,Jason Kidwell,trump rally up red
17:03:12,titi,:red_heart::red_heart::red_heart::red_heart::red_heart::red_heart::hundred_points::anger_symbol::collision::anger_symbol::hundred_points::anger_symbol::anger_symbol::collision::anger_symbol::hundred_points::anger_symbol::collision:
17:03:14,Lovely ideas,Harris :raised_fist::blue_heart::blue_heart::blue_heart::blue_heart:
17:03:16,Lovely ideas,Harris :raised_fist::blue_heart::blue_heart::blue_heart:
17:03:17,titi,:red_heart::red_heart::red_heart::red_heart::hundred_points::anger_symbol::collision::anger_symbol::hundred_points::anger_symbol::collision:
17:03:19,Neil Gibson,Most working Americans are Republicans and they work until 4pm. lol
17:03:21,Jason Kidwell,get em out
17:03:23,Lovely ideas,Harris :raised_fist::blue_heart::blue_heart::blue_heart:
17:03:25,titi,MAKE AMERICA GREAT AGAIN
17:03:27,Jason Kidwell,Harris is fake
17:03:29,Lalita Ananda,trump
17:03:51,trump ...,Trump
17:03:54,Gustavo de Souza Consoni,Trump is the BEST
17:03:56,titi,:red_heart::red_heart::red_heart::red_heart::hundred_points::anger_symbol::collision::collision::hundred_points::hundred_points::collision::red_heart::red_heart:
17:03:58,Fils Prodigue,trump 
17:04:01,Jason Kidwell,any dem plz tell me what camel toe has done to better america
17:04:03,Odio818,Voted Trump in Los Angeles!!!!!
17:04:05,Jason Kidwell,trump :heart_suit::heart_suit::heart_suit::heart_suit::heart_suit::heart_suit::heart_suit:
17:04:08,titi,TRUMP
17:04:30,Jason Kidwell,yessir
17:04:33,Matthew Masters,booty Trump in every single state
17:04:35,titi,:rose::rose::rose::rose::rose::red_heart::red_heart::red_heart::hundred_points::anger_symbol::collision::collision::hundred_points:
17:04:38,Jason Kidwell,what's has Kamala done to better america........ nothing lol
17:05:00,Jason Kidwell,rally red
17:05:02,titi,yes sir
17:05:03,titi,RED I SAID REDDDD
17:05:05,Jordan Page,Make America Great Again
17:05:07,titi,:red_heart::red_heart::red_heart::red_heart::red_heart::heart_exclamation::red_heart::heart_exclamation::heart_exclamation::heart_exclamation::heart_exclamation:
17:05:09,Jason Kidwell,I see you
17:05:11,Milan Bir,I remember Kamala as a wrestler who wrestled the Undertaker
17:05:12,Matthew Masters,booty Harris in every single state
17:05:14,Travo Muthams,if Kamala wins I'll be gay
17:05:38,Jason Kidwell,trump rally up
17:05:42,titi,MAKE AMERICA GREAT AGAIN
17:05:46,Matthew Masters,put videos on YouTube all over
17:05:50,titi,ohio VOTE FOR TRUMP
17:05:54,Jason Kidwell,"let's go ""president trump"""
17:06:17,titi,:red_heart::red_heart::red_heart::hundred_points::anger_symbol::collision::anger_symbol::yellow_heart::hundred_points::anger_symbol::collision::collision:
17:06:19,Jason Kidwell,Florida loves trump
17:06:21,titi,LETS MAKE JAMILA CRY
17:06:23,titi,kamila cry
17:06:25,Jason Kidwell,facts
17:06:27,Jason Kidwell,well she can't speak so
17:06:29,alize Kadel,diddy party list
17:06:31,Guyanese Hardball,Trump all the way LET'S MAKE AMERICA GREAT AGAIN :raised_fist::hundred_points::hundred_points::hundred_points:
17:06:33,Ashraf,AIPAC will vote
17:06:55,titi,that laugh on kamila is cringe
17:06:58,Jason Kidwell,tell em trump
17:07:00,titi,yesss trump
17:07:03,Jason Kidwell,red :heart_suit::heart_suit::heart_suit::heart_suit::heart_suit::heart_suit::heart_suit::heart_suit:
17:07:05,THIZZLER,Kamala isn’t proud to be Indian 
17:07:08,Jason Kidwell,booopoo
17:07:10,titi,trumps up
17:07:13,Jason Kidwell,next
17:07:34,THIZZLER,Kamala isn’t proud of her race
17:07:36,Mohammud Rana ,:baby_bottle:
17:07:37,Jason Kidwell,swipe left on kamala
17:07:39,titi,if anything is possible why is she here
17:07:40,Matthew Masters,lie
17:07:41,Karthik,Naughty america.
17:07:43,Jason Kidwell,rally red
17:07:44,Venkat,What American guys doing in an Indian TV channel? 
17:08:06,Jason Kidwell,cause trump loves india
17:08:08,titi,:red_heart::red_heart::red_heart::red_heart::red_heart::red_heart::collision::anger_symbol::hundred_points::collision::anger_symbol::hundred_points::red_heart::heart_exclamation:
17:08:10,El Froggo,lol
17:08:11,Matthew Masters,Harris is a complete liar
17:08:13,titi,anyone can watch
17:08:15,FaReached,Trump trails:face_with_tears_of_joy:
17:08:16,Jason Kidwell,and trump will make world peace
17:08:41,Jason Kidwell,any of you can tell me what's so good about the dem party I'll wait :grinning_squinting_face::grinning_squinting_face::grinning_squinting_face::grinning_squinting_face::grinning_squinting_face:
17:08:46,El Froggo,trump wants to stay out of jail
17:08:51,titi,kamila bro that laugh im embarresed for her :face_with_tears_of_joy::face_with_tears_of_joy:
17:08:56,Ashish Vaidya,Trump is the clear winner untill and unless there is a fraud from the DS like in the last election.
17:09:20,Jason Kidwell,rally :heart_suit::heart_suit::heart_suit::heart_suit::heart_suit::heart_suit::heart_suit:
17:09:23,CanadaRox,Trump
17:09:27,titi,TRUMPPP
17:09:30,Priyam Chhabra,inida today polls are a joke just like rhul
17:09:34,titi,:red_heart::red_heart::red_heart::red_heart::red_heart::red_heart::red_heart::red_heart::red_heart::red_heart:
17:09:37,Jason Kidwell,we love trump
17:09:59,Raluca Ionescu,Trump president :heart_suit:
17:10:01,titi,trump
17:10:03,Jason Kidwell,I see no of the Dems can explain there claim lol
17:10:05,Priyam Chhabra,Trump
17:10:07,Kranto,Trump? Peace? :face_with_tears_of_joy: he love so much Putin :rainbow_flag: 
17:10:08,Raluca Ionescu,Trump president
17:10:10,El Froggo,didis fk buddy trump lol
17:10:12,Jason Kidwell,trump
17:10:14,Raluca Ionescu,Trump president
17:10:36,Omega arcex,husband always listen to women
17:10:39,Jason Kidwell,typical Harris supporter
17:10:41,Mohammud Rana ,:thumbs_up:
17:10:43,FelineInTheTreeline,Replacing biden with harris is like shitting your pants and changing your shirt
17:10:46,titi,more like 1000 percent are voting for trump and 0 percent are voting for kamila trash
17:10:48,typotik,Trump is better for USA
17:10:50,Jason Kidwell,lol
17:10:53,Matthew Masters,just give me the results who wins
17:10:55,Jason Kidwell,I'm crying :face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy:
17:11:18,Jason Kidwell,we love trump
17:11:22,titi,im so exited
17:11:26,Jason Kidwell,red rally show em
17:11:29,FelineInTheTreeline,Dont vote for the lala vote for a balla
17:11:33,titi,TRUMPPPPPPPPPPPPPPP
17:11:54,Matthew Masters,Trump
17:11:56,titi,i will be back
17:11:58,titi,1 sec
17:11:59,Jason Kidwell,:heart_suit::heart_suit::heart_suit::heart_suit::heart_suit::heart_suit::heart_suit::heart_suit:
17:12:01,Jason Kidwell,ok
17:12:02,Dream NCS - Best of NoCopyrightSounds,trump
17:12:04,typotik,Trump will Triumph 
17:12:28,Jason Kidwell,we love trump
17:12:31,Jason Kidwell,we all the Dems go lol
17:12:35,Jason Kidwell,truth hurts
17:13:50,titi,:red_heart::red_heart::red_heart::red_heart::red_heart::red_heart::red_heart::red_heart:
17:14:01,Jason Kidwell,red rally
17:14:12,083 Ahmar yar khan,Trump :victory_hand::victory_hand::victory_hand::victory_hand:
17:14:23,titi,:red_heart::hundred_points::anger_symbol::collision::hundred_points::anger_symbol::collision::hundred_points::anger_symbol::collision::red_heart::red_heart:
17:14:44,zawmin thu,trump
17:14:46,titi,back
17:14:47,zawmin thu,Donald
17:14:48,Jason Kidwell,we love trump
17:14:49,titi,trump
17:14:50,Sams A50,This anchor is a big joke
17:14:52,Jason Kidwell,I see you
17:14:53,titi,trumps up
17:14:54,StatiC,trump
17:14:55,Jason Kidwell,:thumbs_up:
17:14:56,titi,:red_heart::hundred_points::anger_symbol::collision::red_heart::hundred_points::anger_symbol::collision::red_heart::hundred_points::anger_symbol::collision::red_heart::hundred_points::anger_symbol::collision::red_heart::hundred_points::anger_symbol::collision:
17:15:18,Jason Kidwell,:red_heart::red_heart::red_heart::red_heart::red_heart::red_heart::red_heart: :hundred_points::flexed_biceps:
17:15:19,Chris Dryden,Trump :party_popper::party_popper::statue_of_liberty::statue_of_liberty:
17:15:21,Brando C,We need trump
17:15:22,titi,woman lets go vote trump bro get a life bro
17:15:45,Brando C,Dem
17:15:49,MrPeter,I vote for the parkour champion
17:15:52,Jason Kidwell,we love trump
17:15:55,Brando C,Trump is going to :1st_place_medal: 
17:15:58,titi,:red_heart::red_heart::red_heart::red_heart::red_heart::red_heart::red_heart:
17:16:01,dada zaaa,WHO WILL WIN? WHAR DO YOU THINK
17:16:23,titi,:red_heart::hundred_points::anger_symbol::collision::red_heart::hundred_points::anger_symbol::collision::red_heart::hundred_points::anger_symbol::collision::red_heart::hundred_points::anger_symbol::collision:
17:16:25,Matthew Masters,if Harris gets the end we're having a civil war
17:16:26,Jason Kidwell,show em chat
17:16:28,Acchuthan Thasma,tvk
17:16:29,titi,:red_heart::red_heart::red_heart::red_heart::red_heart::red_heart::red_heart::red_heart::red_heart::red_heart::red_heart::red_heart::red_heart::red_heart::red_heart::red_heart::red_heart::red_heart::red_heart::red_heart:
17:16:31,titi,:red_heart::red_heart::red_heart::red_heart::red_heart::red_heart::red_heart::red_heart::red_heart::red_heart::red_heart::red_heart::red_heart::red_heart:
17:16:32,Jason Kidwell,all red
17:16:55,titi,:red_heart::red_heart::red_heart::red_heart::red_heart::red_heart::red_heart::red_heart::red_heart::red_heart::red_heart::black_heart:
17:16:57,Jason Kidwell,:red_heart::red_heart::red_heart::red_heart::red_heart::red_heart::red_heart::red_heart::red_heart: trump 2024
17:16:59,titi,:red_heart::red_heart::red_heart::red_heart::red_heart::red_heart::red_heart::red_heart::red_heart::red_heart::red_heart::red_heart::red_heart::red_heart:
17:17:01,Luis Urrutia clemente,who's winning
17:17:03,titi,:red_heart::red_heart::red_heart::red_heart::red_heart::red_heart::red_heart::red_heart::red_heart::red_heart::red_heart::red_heart::red_heart::red_heart:
17:17:06,Jason Kidwell,trump
17:17:08,titi,trump
17:17:30,Matthew Masters,Trump
17:17:32,titi,lets go trump
17:17:34,Suman,Trump Trump
17:17:36,S.N.K,:finger-red-number-one::finger-red-number-one:Trump for President
17:17:38,Jason Kidwell,all Republican here we love trump
17:17:40,titi,9 woman vote trump
17:17:42,Cz3 Game,Donald Trump you deserve one more time president of USA 
17:17:44,ERIC GYAMFI,Vote :heart_suit::heart_suit::red_heart:
17:17:46,RW_Sn_Amoeba,DoLaNd TraMb
17:17:48,Liz,Trump :face-red-heart-shape::face-red-heart-shape::face-red-heart-shape:
17:18:10,Dark,Trump 2024
17:18:12,titi,TRUMP
17:18:15,Jason Kidwell,America loves india
17:18:17,Jason Kidwell,trump loves india
17:18:19,titi,kamila is using celebs
17:18:22,Jason Kidwell,:red_heart::red_heart::red_heart::red_heart::red_heart::red_heart: trump 2024
17:18:24,Jason Kidwell,facts
17:18:48,Jason Kidwell,tell em titi
17:18:51,Mclaren_2000," TRUMP IS MANIPULATING US, HE KEPT DOING AND SAY BAD THINGS HOW TF WILL THE COUNTRY BE SAFE??"
17:18:55,Victoria Eaves,Trump 2024 plzzzzzzz
17:18:59,Cz3 Game,Donald Trump you deserve one more time president of USA be-smart
17:19:03,titi,she has pneumonoultramicroscopicsilicovolcanoconiosis
17:19:27,titi,pray 2024 TRUMP
17:19:31,titi,RED
17:19:35,Jason Kidwell,trump 2024
17:19:39,titi,RED RED RED RED
17:20:02,Jason Kidwell,:red_heart::red_heart::red_heart::red_heart::red_heart::red_heart::red_heart::red_heart::red_heart::red_heart:
17:20:05,titi,:red_heart::hundred_points::anger_symbol::collision::hundred_points::anger_symbol::collision::red_heart:
17:20:08,Jason Kidwell,rally red
17:20:10,titi,:red_heart::red_heart::red_heart::red_heart::red_heart::red_heart::red_heart::red_heart::red_heart:
17:20:13,titi,TRUMPPP
17:20:16,Jason Kidwell,Dems are silence
17:20:40,titi,TRUMPPP TRUMPPP TRUMPPP TRUMP
17:20:44,Matthew Masters,Trump * 100
17:20:48,Jason Kidwell,they already know
17:20:52,Jason Kidwell,Republicans rally up
17:20:55,Jemaaï Rabih,TRUMP :heart_suit::red_heart:
17:21:18,Nintendough Natives,rally 
17:21:20,vito escasinas,no way America won't be a little india
17:21:22,Nintendough Natives,"RALLY UP, REPUBS"
17:21:25,titi,TRUMP TRUMP TRUMP TRUMP TRUMP TRUMP TRUMP TRUMP rally
17:21:27,Nausheen Asim,Trump
17:21:29,Jason Kidwell,red :heart_suit::heart_suit::heart_suit::heart_suit::heart_suit::heart_suit::heart_suit:
17:21:51,Abby Nelms,VOTED for President Trump! VOTE RED USA Tennessee 4 Trump!
17:21:52,ANANDAKUMAR RAMAKRISHNAN,Kamala
17:21:54,Jason Kidwell,we love trump 2024
17:21:55,titi,:red_heart::red_heart::red_heart::red_heart::red_heart::red_heart:TRUMP :red_heart::red_heart::red_heart::red_heart::red_heart::hundred_points::anger_symbol::collision:
17:21:57,Md Rohim,ডোনাল্ড ট্রাম্প
17:21:59,Julius Cesar Ballo,TRUMP FOR THE WIN :trophy:
17:22:00,Jason Kidwell,I voted trump
17:22:02,Srivatsa Irukuvajhula,trump is winning
17:22:03,Nirys Sweet taboo,:red_circle::red_circle::red_circle::red_circle::red_circle:
17:22:05,titi,trumppppopppp
17:22:06,Jason Kidwell,and I'll vote trump every time
17:22:08,titi,same
17:22:09,Abby Nelms,USA TIK TOKERS 4 TRUMP
17:22:11,Julius Cesar Ballo,let's VOTE DONALD TRUMP for President American
17:22:34,titi,yes sir
17:22:38,Jason Kidwell,tik tok red rally up
17:22:41,Julius Cesar Ballo,trump trump trump
17:22:44,titi,TRUMP
17:22:48,titi,tear up kamila
17:23:10,Abby Nelms,TIK TOKERS VOTE TRUMP!!!
17:23:13,Boniface Maingi,kamala win
17:23:16,Jason Kidwell,I voted trump I'm republican and proud
17:23:18,titi,trump is beave kamila dig your grave
17:23:21,Jason Kidwell,get em out
17:23:24,The Hello Kid,Harris doesn't even know what's she's doing. You want a president like that?
17:23:26,Jason Kidwell,red rally
